RSI,ATR_Pct,BB_Position,BB_Width,MACD,MACD_Hist,MACD_Signal,Date,ClosePrice,NextOpen,OvernightReturn,Volume,Ticker,RSI_Bin,BB_Bin,ATR_Bin,MACD_Bin
60.85,0.691,81.18,4.04,-0.1987,0.751,-0.9497,2026-03-09,242.60000610351562,243.6999969482422,0.45341748435785423,5753828,JNJ,60-70,70-90%,<1%,>0.5
67.2,0.708,71.61,3.77,0.5083,0.4237,0.0846,2026-03-10,243.6999969482422,243.02000427246094,-0.27902859429483895,5055953,JNJ,60-70,70-90%,<1%,0.1 to 0.5
52.96,0.63,51.17,1.17,0.2051,-0.0065,0.2116,2026-03-11,243.02000427246094,242.05999755859375,-0.39503197143839763,5172477,JNJ,50-60,50-70%,<1%,-0.1 to 0
41.3,0.616,15.14,1.28,0.2239,-0.0006,0.2245,2026-03-12,242.05999755859375,241.55999755859375,-0.20656035901965852,5784320,JNJ,40-50,10-30%,<1%,-0.1 to 0
43.27,0.651,2.42,1.24,0.0288,-0.1776,0.2064,2026-03-13,241.55999755859375,243.19000244140625,0.6747826209996255,4716229,JNJ,40-50,<10%,<1%,-0.5 to -0.1
55.16,0.626,53.99,1.2,-0.018,-0.05,0.0319,2026-03-16,243.19000244140625,238.11000061035156,-2.08890241377363,4618434,JNJ,50-60,50-70%,<1%,-0.1 to 0
34.15,0.632,-5.13,2.8,-0.9995,-0.4939,-0.5056,2026-03-17,238.11000061035156,237.27000427246094,-0.35277658886121444,4688106,JNJ,30-40,,<1%,-0.5 to -0.1
13.64,0.618,20.52,3.78,-1.4592,-0.2674,-1.1918,2026-03-18,237.27000427246094,237.63999938964844,0.15593842901551191,4813506,JNJ,<30,10-30%,<1%,-0.5 to -0.1
45.82,0.549,35.79,1.98,-1.0127,0.1333,-1.146,2026-03-19,237.63999938964844,235.61000061035156,-0.8542327825747709,4872845,JNJ,40-50,30-50%,<1%,0.1 to 0.5
38.78,0.554,14.32,1.67,-1.2268,-0.041,-1.1858,2026-03-20,235.61000061035156,235.4199981689453,-0.08064277446375723,8501097,JNJ,30-40,10-30%,<1%,-0.1 to 0
35.9,0.631,31.94,1.99,-1.0161,0.1166,-1.1326,2026-03-23,235.4199981689453,235.27000427246094,-0.06371331987554685,4940627,JNJ,30-40,30-50%,<1%,0.1 to 0.5
46.95,0.642,45.11,0.85,-0.7404,0.1753,-0.9157,2026-03-24,235.27000427246094,239.99000549316406,2.0062061184973556,5184185,JNJ,40-50,30-50%,<1%,0.1 to 0.5
73.09,0.607,78.79,4.39,0.943,0.6115,0.3315,2026-03-25,239.99000549316406,239.2899932861328,-0.29168389974939535,4608705,JNJ,>70,70-90%,<1%,>0.5
68.09,0.551,55.17,4.32,0.9289,0.0421,0.8868,2026-03-26,239.2899932861328,240.38999938964844,0.4596958228003656,3839991,JNJ,60-70,50-70%,<1%,0 to 0.1
52.15,0.545,37.07,1.41,0.9032,-0.1197,1.0229,2026-03-27,240.38999938964844,242.5,0.8777405947455685,5795585,JNJ,50-60,30-50%,<1%,-0.5 to -0.1
66.98,0.597,79.14,1.58,0.9133,-0.0275,0.9408,2026-03-30,242.5,244.38999938964844,0.7793811916076088,4509496,JNJ,60-70,70-90%,<1%,-0.1 to 0
67.78,0.623,91.41,1.93,1.0841,0.0471,1.0369,2026-03-31,244.38999938964844,244.19000244140625,-0.0818351604982448,4864530,JNJ,60-70,>90%,<1%,0 to 0.1
58.07,0.612,63.92,1.79,0.9852,-0.0963,1.0816,2026-04-01,244.19000244140625,243.0,-0.48732643822786414,4580943,JNJ,50-60,50-70%,<1%,-0.1 to 0
42.54,0.598,20.55,1.57,0.4088,-0.3705,0.7793,2026-04-02,243.0,240.8800048828125,-0.8724259741512363,5299186,JNJ,40-50,10-30%,<1%,-0.5 to -0.1
30.98,0.527,12.79,2.71,-0.5064,-0.4782,-0.0283,2026-04-06,240.8800048828125,238.44000244140625,-1.0129535004755996,2943121,JNJ,30-40,10-30%,<1%,-0.5 to -0.1
26.08,0.615,21.59,3.89,-1.2677,-0.3212,-0.9465,2026-04-07,238.44000244140625,241.27999877929688,1.1910737748748845,4743515,JNJ,<30,10-30%,<1%,-0.5 to -0.1
51.48,0.754,76.78,2.57,-0.5878,0.354,-0.9418,2026-04-08,241.27999877929688,241.27999877929688,0.0,6669092,JNJ,50-60,70-90%,<1%,0.1 to 0.5
61.19,0.663,62.87,3.49,0.3188,0.3189,-0.0001,2026-04-09,241.27999877929688,238.38999938964844,-1.197778267684746,4321393,JNJ,60-70,50-70%,<1%,0.1 to 0.5
36.28,0.585,21.12,2.99,-0.6133,-0.3162,-0.2971,2026-04-10,238.38999938964844,237.80999755859375,-0.24329956480543258,4958331,JNJ,30-40,10-30%,<1%,-0.5 to -0.1
31.02,0.517,35.81,4.14,-1.0485,-0.1171,-0.9314,2026-04-13,237.80999755859375,240.14999389648438,0.983977276781256,5340829,JNJ,30-40,30-50%,<1%,-0.5 to -0.1
58.39,0.764,69.28,3.1,0.1882,0.4385,-0.2503,2026-04-14,240.14999389648438,238.64999389648438,-0.6246096348628605,8082710,JNJ,50-60,50-70%,<1%,0.1 to 0.5
53.85,0.853,51.96,3.15,-0.3628,-0.0877,-0.275,2026-04-15,238.64999389648438,234.5399932861328,-1.7221876033796546,4983884,JNJ,50-60,50-70%,<1%,-0.1 to 0
26.3,0.702,23.41,4.8,-1.3826,-0.3356,-1.047,2026-04-16,234.5399932861328,234.1699981689453,-0.15775352936764353,6709803,JNJ,<30,10-30%,<1%,-0.5 to -0.1
25.43,0.646,29.77,2.82,-1.0439,0.0668,-1.1108,2026-04-17,234.1699981689453,230.60000610351562,-1.5245300821388974,6558130,JNJ,<30,10-30%,<1%,0 to 0.1
18.02,0.593,-9.89,2.24,-1.5136,-0.2476,-1.266,2026-04-20,230.60000610351562,226.14999389648438,-1.929753724739125,5503879,JNJ,<30,,<1%,-0.5 to -0.1
14.0,0.711,20.9,6.93,-2.8139,-0.4197,-2.3942,2026-04-21,226.14999389648438,226.0800018310547,-0.030949399654511822,8831231,JNJ,<30,10-30%,<1%,-0.5 to -0.1
31.04,0.639,39.92,5.79,-2.4548,0.1625,-2.6173,2026-04-22,226.0800018310547,230.6300048828125,2.012563258539757,6630079,JNJ,30-40,30-50%,<1%,0.1 to 0.5
72.86,0.52,85.82,4.44,-0.1712,0.9591,-1.1303,2026-04-23,230.6300048828125,227.4550018310547,-1.3766652146459002,5536355,JNJ,>70,70-90%,<1%,>0.5
56.66,0.568,46.37,4.08,-0.4294,0.0934,-0.5228,2026-04-24,227.4550018310547,225.33999633789062,-0.9298566644557749,4414258,JNJ,50-60,30-50%,<1%,0 to 0.1
18.7,0.566,18.24,3.53,-0.9792,-0.1735,-0.8057,2026-04-27,225.33999633789062,227.77999877929688,1.0828093019703111,5497600,JNJ,<30,10-30%,<1%,-0.5 to -0.1
51.29,0.683,59.99,2.51,-0.2158,0.1749,-0.3908,2026-04-28,227.77999877929688,227.33999633789062,-0.1931699199948511,5435085,JNJ,50-60,50-70%,<1%,0.1 to 0.5
55.86,0.731,54.6,2.6,-0.1531,0.0898,-0.2429,2026-04-29,227.33999633789062,229.86000061035156,1.1084737895022734,5652262,JNJ,50-60,50-70%,<1%,0 to 0.1
56.57,0.647,74.77,2.69,0.561,0.2486,0.3125,2026-04-30,229.86000061035156,227.1999969482422,-1.1572277277674292,4664929,JNJ,50-60,70-90%,<1%,0.1 to 0.5
49.35,0.599,19.6,2.0,0.0232,-0.2161,0.2393,2026-05-01,227.1999969482422,224.1999969482422,-1.3204225529472313,4981344,JNJ,40-50,10-30%,<1%,-0.5 to -0.1
17.21,0.58,12.28,3.81,-1.0393,-0.4725,-0.5667,2026-05-04,224.1999969482422,225.5800018310547,0.6155240417470065,6050241,JNJ,<30,10-30%,<1%,-0.5 to -0.1
40.54,0.526,40.58,2.59,-0.611,0.0783,-0.6893,2026-05-05,225.5800018310547,224.5,-0.4787666558596526,3536171,JNJ,40-50,30-50%,<1%,0 to 0.1
52.39,0.512,41.7,1.64,-0.8471,-0.0372,-0.8098,2026-05-06,224.5,222.5,-0.8908685968819552,5449296,JNJ,50-60,30-50%,<1%,-0.1 to 0
32.46,0.597,31.29,3.11,-1.1538,-0.024,-1.1298,2026-05-07,222.5,221.35000610351562,-0.5168511894311778,4760148,JNJ,30-40,30-50%,<1%,-0.1 to 0
29.52,0.541,27.77,1.96,-1.0374,0.0613,-1.0986,2026-05-08,221.35000610351562,221.44000244140625,0.04065793332237444,3854192,JNJ,<30,10-30%,<1%,0 to 0.1
43.73,0.537,43.95,1.12,-0.8045,0.1058,-0.9103,2026-05-11,221.44000244140625,224.33999633789062,1.309607055866846,3628749,JNJ,40-50,30-50%,<1%,0.1 to 0.5
60.94,0.641,67.36,3.87,0.5993,0.4717,0.1276,2026-05-12,224.33999633789062,230.44000244140625,2.7190898649780193,5729049,JNJ,60-70,50-70%,<1%,0.1 to 0.5
82.61,0.712,85.21,6.21,1.894,0.6302,1.2638,2026-05-13,230.44000244140625,230.8300018310547,0.16924118448038428,5332062,JNJ,>70,70-90%,<1%,>0.5
89.77,0.6,77.16,3.64,1.761,0.0466,1.7145,2026-05-14,230.8300018310547,226.73500061035156,-1.7740333527789254,3037929,JNJ,>70,70-90%,<1%,0 to 0.1
19.1,0.509,-6.4,2.02,0.533,-0.5793,1.1123,2026-05-15,226.73500061035156,229.02000427246094,1.0077860303695285,5604376,JNJ,<30,,<1%,<-0.5
36.96,0.513,53.59,2.09,0.3515,-0.1214,0.4729,2026-05-18,229.02000427246094,230.02999877929688,0.4410071120400261,5294193,JNJ,30-40,50-70%,<1%,-0.5 to -0.1
71.24,0.566,83.2,1.81,0.5182,0.0195,0.4987,2026-05-19,230.02999877929688,229.33999633789062,-0.29996193760287726,6008642,JNJ,>70,70-90%,<1%,0 to 0.1
51.79,0.599,49.03,1.62,0.4791,-0.0419,0.521,2026-05-20,229.33999633789062,231.72000122070312,1.0377626758596437,3374250,JNJ,50-60,30-50%,<1%,-0.1 to 0
62.31,0.508,105.35,1.37,0.5827,0.1205,0.4622,2026-05-21,231.72000122070312,234.3800048828125,1.1479387399000673,2639628,JNJ,60-70,,<1%,0.1 to 0.5
83.25,0.497,80.06,3.92,1.4973,0.319,1.1783,2026-05-22,234.3800048828125,230.58999633789062,-1.6170357820484038,4225381,JNJ,>70,70-90%,<1%,0.1 to 0.5
33.05,0.96,,,-0.1493,-0.0499,-0.0994,2026-03-03,26.600000381469727,26.594999313354492,-0.01880100768238968,33895684,PFE,30-40,,<1%,-0.1 to 0
32.15,0.844,32.59,4.78,-0.1547,-0.0049,-0.1498,2026-03-04,26.594999313354492,26.594999313354492,0.0,26038112,PFE,30-40,30-50%,<1%,-0.1 to 0
49.72,0.673,52.77,1.51,-0.1325,0.0172,-0.1498,2026-03-05,26.594999313354492,27.03499984741211,1.6544483753254902,33074649,PFE,40-50,50-70%,<1%,0 to 0.1
65.07,0.776,112.03,2.74,-0.0057,0.0827,-0.0884,2026-03-06,27.03499984741211,26.800100326538086,-0.8688719149244184,45407173,PFE,60-70,,<1%,0 to 0.1
54.59,0.928,74.58,2.96,-0.0015,0.0313,-0.0327,2026-03-09,26.800100326538086,27.155000686645508,1.3242501176609078,38448397,PFE,50-60,70-90%,<1%,0 to 0.1
53.33,0.888,80.76,4.0,0.1251,0.0573,0.0678,2026-03-10,27.155000686645508,27.299999237060547,0.5339662925744282,37741620,PFE,50-60,70-90%,<1%,0 to 0.1
72.72,0.788,80.56,3.56,0.1387,0.0186,0.1201,2026-03-11,27.299999237060547,26.860000610351562,-1.6117166263934335,35765931,PFE,>70,70-90%,<1%,0 to 0.1
39.5,0.869,18.44,2.38,0.0111,-0.0419,0.053,2026-03-12,26.860000610351562,26.600000381469727,-0.9679829596937362,32226578,PFE,30-40,10-30%,<1%,-0.1 to 0
21.82,0.836,14.25,3.3,-0.0732,-0.0463,-0.027,2026-03-13,26.600000381469727,26.6200008392334,0.07518968976258922,30983163,PFE,<30,10-30%,<1%,-0.1 to 0
33.38,0.645,28.4,1.88,-0.0836,-0.0102,-0.0733,2026-03-16,26.6200008392334,27.469999313354492,3.1930820710882157,24687556,PFE,30-40,10-30%,<1%,-0.1 to 0
73.77,0.859,91.18,5.28,0.1542,0.0985,0.0557,2026-03-17,27.469999313354492,27.329999923706055,-0.5096446783687258,51041330,PFE,>70,>90%,<1%,0 to 0.1
64.73,1.031,67.81,5.1,0.1249,0.0119,0.113,2026-03-18,27.329999923706055,27.424999237060547,0.3476008548104259,37351767,PFE,60-70,50-70%,1-2%,0 to 0.1
48.51,0.844,62.59,2.32,0.1372,0.0084,0.1288,2026-03-19,27.424999237060547,26.985000610351562,-1.6043706069256536,40674040,PFE,40-50,50-70%,<1%,0 to 0.1
36.68,0.874,21.29,3.14,-0.0384,-0.0681,0.0297,2026-03-20,26.985000610351562,26.780000686645508,-0.759681004518542,38283729,PFE,30-40,10-30%,<1%,-0.1 to 0
24.51,0.824,25.56,4.21,-0.1037,-0.0358,-0.0679,2026-03-23,26.780000686645508,26.989999771118164,0.7841638502174453,29573437,PFE,<30,10-30%,<1%,-0.1 to 0
50.23,0.713,63.24,1.77,-0.024,0.0234,-0.0474,2026-03-24,26.989999771118164,27.299999237060547,1.1485715767738158,28005119,PFE,50-60,50-70%,<1%,0 to 0.1
72.3,0.655,74.52,3.55,0.083,0.0393,0.0438,2026-03-25,27.299999237060547,27.559999465942383,0.9523818173917009,28890749,PFE,>70,70-90%,<1%,0 to 0.1
73.65,0.626,70.71,3.67,0.1503,0.0227,0.1277,2026-03-26,27.559999465942383,27.030000686645508,-1.9230725310856012,23991543,PFE,>70,70-90%,<1%,0 to 0.1
37.84,0.632,-1.98,2.74,0.0028,-0.0675,0.0703,2026-03-27,27.030000686645508,27.764999389648438,2.71919602046502,23161673,PFE,30-40,,<1%,-0.1 to 0
57.45,0.686,87.97,2.88,0.0847,0.0302,0.0545,2026-03-30,27.764999389648438,28.079999923706055,1.134523828497036,36006056,PFE,50-60,70-90%,<1%,0 to 0.1
75.17,0.831,85.51,4.94,0.1821,0.0393,0.1428,2026-03-31,28.079999923706055,28.55500030517578,1.691596804701967,32145486,PFE,>70,70-90%,<1%,0 to 0.1
72.32,0.778,90.0,5.06,0.2759,0.0519,0.2241,2026-04-01,28.55500030517578,28.334999084472656,-0.7704472714127331,36560240,PFE,>70,70-90%,<1%,0 to 0.1
63.65,0.696,58.93,3.42,0.198,-0.0326,0.2306,2026-04-02,28.334999084472656,27.84000015258789,-1.7469523482569027,21412589,PFE,60-70,50-70%,<1%,-0.1 to 0
14.91,0.679,3.98,3.25,0.0069,-0.0938,0.1007,2026-04-06,27.84000015258789,27.114999771118164,-2.6041680226152386,21346303,PFE,<30,<10%,<1%,-0.1 to 0
22.99,0.936,20.67,8.33,-0.2564,-0.0996,-0.1568,2026-04-07,27.114999771118164,27.475000381469727,1.3276806689669352,40551004,PFE,<30,10-30%,<1%,-0.1 to 0
41.91,0.924,54.67,6.2,-0.1771,0.0339,-0.2109,2026-04-08,27.475000381469727,27.204999923706055,-0.9827132084255452,27554265,PFE,40-50,50-70%,<1%,0 to 0.1
53.91,0.662,48.13,2.6,-0.1068,0.0279,-0.1346,2026-04-09,27.204999923706055,26.90999984741211,-1.084359776222188,20728448,PFE,50-60,30-50%,<1%,0 to 0.1
22.44,0.637,18.66,3.08,-0.1736,-0.021,-0.1527,2026-04-10,26.90999984741211,27.31999969482422,1.5235966173799076,22838280,PFE,<30,10-30%,<1%,-0.1 to 0
53.8,0.787,75.46,3.17,-0.0728,0.0571,-0.1299,2026-04-13,27.31999969482422,27.1299991607666,-0.6954631631771679,34796129,PFE,50-60,70-90%,<1%,0 to 0.1
58.1,0.737,57.59,2.67,-0.0092,0.0322,-0.0413,2026-04-14,27.1299991607666,27.190000534057617,0.22116245907513044,18705608,PFE,50-60,50-70%,<1%,0 to 0.1
43.8,0.556,54.47,2.27,0.0055,0.0175,-0.012,2026-04-15,27.190000534057617,27.200000762939453,0.03677906835386491,23813768,PFE,40-50,50-70%,<1%,0 to 0.1
53.27,0.553,41.86,1.02,0.0144,0.0031,0.0113,2026-04-16,27.200000762939453,27.559999465942383,1.3235246062692552,18531433,PFE,50-60,30-50%,<1%,0 to 0.1
69.43,0.512,86.99,2.38,0.0913,0.0318,0.0595,2026-04-17,27.559999465942383,27.520000457763672,-0.1451342850283477,25129304,PFE,60-70,70-90%,<1%,0 to 0.1
63.42,0.524,53.0,3.02,0.1114,-0.0025,0.114,2026-04-20,27.520000457763672,27.31999969482422,-0.7267469462669651,17420092,PFE,60-70,50-70%,<1%,-0.1 to 0
40.48,0.634,8.66,2.1,0.0205,-0.0399,0.0604,2026-04-21,27.31999969482422,26.780000686645508,-1.9765703302003113,24812698,PFE,40-50,<10%,<1%,-0.1 to 0
25.33,0.752,14.17,5.44,-0.1645,-0.0743,-0.0902,2026-04-22,26.780000686645508,26.656999588012695,-0.4593020742309051,28703138,PFE,<30,10-30%,<1%,-0.1 to 0
27.25,0.676,33.34,5.8,-0.2299,-0.0252,-0.2047,2026-04-23,26.656999588012695,26.985000610351562,1.2304498908660477,32545196,PFE,<30,30-50%,<1%,-0.1 to 0
56.55,0.78,79.27,2.9,-0.0655,0.066,-0.1315,2026-04-24,26.985000610351562,26.81049919128418,-0.6466607934796365,36734087,PFE,50-60,70-90%,<1%,0 to 0.1
56.03,0.747,51.84,3.06,-0.0355,0.0184,-0.0539,2026-04-27,26.81049919128418,26.479999542236328,-1.2327247123966045,25064924,PFE,50-60,50-70%,<1%,0 to 0.1
33.34,0.95,11.97,3.03,-0.1177,-0.0326,-0.0851,2026-04-28,26.479999542236328,26.270000457763672,-0.7930479157966075,49333514,PFE,30-40,10-30%,<1%,-0.1 to 0
34.94,0.963,20.71,3.89,-0.1664,-0.0238,-0.1426,2026-04-29,26.270000457763672,26.700000762939453,1.636849248888006,22550122,PFE,30-40,10-30%,<1%,-0.1 to 0
57.34,0.661,70.32,3.05,-0.0199,0.0465,-0.0664,2026-04-30,26.700000762939453,26.334999084472656,-1.3670474458316595,26244198,PFE,50-60,70-90%,<1%,0 to 0.1
52.5,0.649,27.96,2.74,-0.0679,-0.0111,-0.0568,2026-05-01,26.334999084472656,26.31999969482422,-0.05695610468914314,25261717,PFE,50-60,10-30%,<1%,-0.1 to 0
26.37,0.57,23.73,2.31,-0.0777,-0.0067,-0.071,2026-05-04,26.31999969482422,26.440000534057617,0.4559302455348968,29543271,PFE,<30,10-30%,<1%,-0.1 to 0
53.2,0.931,69.23,1.97,-0.0547,0.0272,-0.0819,2026-05-05,26.440000534057617,26.5049991607666,0.24583443795795912,48857272,PFE,50-60,50-70%,<1%,0 to 0.1
55.07,0.947,76.89,2.21,-0.0007,0.0299,-0.0305,2026-05-06,26.5049991607666,26.485000610351562,-0.0754519941454701,30229437,PFE,50-60,70-90%,<1%,0 to 0.1
51.86,0.684,72.18,2.18,-0.0036,0.0192,-0.0229,2026-05-07,26.485000610351562,25.670000076293945,-3.0772154626233172,38893961,PFE,50-60,70-90%,<1%,0 to 0.1
22.01,0.783,10.19,4.73,-0.1776,-0.0635,-0.1141,2026-05-08,25.670000076293945,25.81999969482422,0.5843382083539517,32439993,PFE,<30,10-30%,<1%,-0.1 to 0
33.22,0.811,36.64,4.34,-0.1477,-0.0053,-0.1423,2026-05-11,25.81999969482422,25.889999389648438,0.2711064897427118,29416053,PFE,30-40,30-50%,<1%,-0.1 to 0
57.01,0.702,56.28,2.06,-0.0584,0.0319,-0.0903,2026-05-12,25.889999389648438,25.959999084472656,0.2703734896656984,21795220,PFE,50-60,50-70%,<1%,0 to 0.1
59.21,0.604,70.81,1.57,-0.0404,0.0225,-0.0629,2026-05-13,25.959999084472656,25.75,-0.8089333277298216,23723232,PFE,50-60,70-90%,<1%,0 to 0.1
40.41,0.54,19.01,1.51,-0.0591,-0.0045,-0.0546,2026-05-14,25.75,25.329999923706055,-1.6310682574522173,19668995,PFE,40-50,10-30%,<1%,-0.1 to 0
15.38,0.556,14.29,3.68,-0.1637,-0.0398,-0.1239,2026-05-15,25.329999923706055,25.329999923706055,0.0,32068241,PFE,<30,10-30%,<1%,-0.1 to 0
24.07,0.581,34.26,3.38,-0.1506,0.002,-0.1526,2026-05-18,25.329999923706055,25.684999465942383,1.4014983944160564,25132768,PFE,<30,30-50%,<1%,0 to 0.1
65.42,0.617,81.48,2.98,-0.0044,0.0517,-0.0561,2026-05-19,25.684999465942383,25.78499984741211,0.38933378839398625,29167365,PFE,60-70,70-90%,<1%,0 to 0.1
62.23,0.783,68.36,3.67,0.0648,0.036,0.0288,2026-05-20,25.78499984741211,25.950000762939453,0.6399104770361541,29356717,PFE,60-70,50-70%,<1%,0 to 0.1
61.11,0.643,87.52,1.66,0.0779,0.0168,0.0611,2026-05-21,25.950000762939453,25.899999618530273,-0.19268263175000744,16292648,PFE,60-70,70-90%,<1%,0 to 0.1
61.27,0.48,61.83,1.24,0.0698,-0.0006,0.0704,2026-05-22,25.899999618530273,25.7549991607666,-0.5598473355186151,17489100,PFE,60-70,50-70%,<1%,-0.1 to 0
44.66,1.179,,,-0.8335,-0.3171,-0.5164,2026-03-03,289.1700134277344,291.67999267578125,0.867994304905384,5475856,UNH,40-50,,1-2%,-0.5 to -0.1
41.99,0.993,58.19,3.38,0.0587,0.2195,-0.1608,2026-03-04,291.67999267578125,288.6499938964844,-1.0388092619931233,6521505,UNH,40-50,50-70%,<1%,0.1 to 0.5
48.02,0.757,34.6,2.44,-0.6244,-0.1959,-0.4285,2026-03-05,288.6499938964844,286.4700012207031,-0.7552373884903152,4357844,UNH,40-50,30-50%,<1%,-0.5 to -0.1
32.97,0.864,30.26,3.76,-1.314,-0.1732,-1.1408,2026-03-06,286.4700012207031,285.0400085449219,-0.4991771109323029,5385358,UNH,30-40,30-50%,<1%,-0.5 to -0.1
43.9,1.177,46.79,4.1,-1.8475,-0.0348,-1.8127,2026-03-09,285.0400085449219,282.3800048828125,-0.9332036143586353,9039552,UNH,40-50,30-50%,1-2%,-0.1 to 0
43.61,1.319,35.01,2.9,-1.3845,0.1938,-1.5783,2026-03-10,282.3800048828125,285.32000732421875,1.0411510696822779,5156376,UNH,40-50,30-50%,1-2%,0.1 to 0.5
50.83,0.969,85.38,2.11,-0.4557,0.5519,-1.0075,2026-03-11,285.32000732421875,277.05999755859375,-2.8949984416055563,5984656,UNH,50-60,70-90%,<1%,>0.5
32.88,0.92,1.86,3.65,-1.7874,-0.4844,-1.3031,2026-03-12,277.05999755859375,282.0400085449219,1.7974485780015703,9427284,UNH,30-40,<10%,<1%,-0.5 to -0.1
39.75,0.907,56.28,3.46,-0.7126,0.3894,-1.1019,2026-03-13,282.0400085449219,285.4800109863281,1.2196859797138915,4067280,UNH,30-40,50-70%,<1%,0.1 to 0.5
79.71,0.756,76.62,4.52,0.914,0.6546,0.2594,2026-03-16,285.4800109863281,287.6499938964844,0.7601172855006499,4135683,UNH,>70,70-90%,<1%,>0.5
66.7,0.791,75.89,3.63,1.2967,0.262,1.0347,2026-03-17,287.6499938964844,284.2699890136719,-1.1750408324461281,4677432,UNH,60-70,70-90%,<1%,0.1 to 0.5
45.56,0.719,0.91,1.4,0.4473,-0.3599,0.8072,2026-03-18,284.2699890136719,280.44000244140625,-1.347305983848135,3178587,UNH,40-50,<10%,<1%,-0.5 to -0.1
22.36,0.813,-4.41,2.95,-0.6353,-0.528,-0.1073,2026-03-19,280.44000244140625,276.1499938964844,-1.5297420152526997,4666246,UNH,<30,,<1%,<-0.5
24.67,1.065,-7.46,3.95,-1.6569,-0.7072,-0.9498,2026-03-20,276.1499938964844,269.5199890136719,-2.4008709141227658,10838309,UNH,<30,,1-2%,<-0.5
17.88,1.148,11.59,7.71,-3.7835,-1.0117,-2.7719,2026-03-23,269.5199890136719,272.2799987792969,1.0240464077360123,9140563,UNH,<30,10-30%,1-2%,<-0.5
37.0,0.937,39.51,6.45,-2.7013,0.3032,-3.0044,2026-03-24,272.2799987792969,270.5899963378906,-0.620685488828776,4925912,UNH,30-40,30-50%,<1%,0.1 to 0.5
54.37,0.812,47.63,2.18,-2.2979,0.3509,-2.6488,2026-03-25,270.5899963378906,267.7099914550781,-1.0643427036438502,7043608,UNH,50-60,30-50%,<1%,0.1 to 0.5
33.66,0.824,10.97,2.56,-1.9002,0.0875,-1.9876,2026-03-26,267.7099914550781,258.8399963378906,-3.3132850473665987,5229774,UNH,30-40,10-30%,<1%,0 to 0.1
21.81,1.048,18.0,8.3,-4.1588,-0.7587,-3.4001,2026-03-27,258.8399963378906,261.8500061035156,1.16288433326035,9456071,UNH,<30,10-30%,1-2%,<-0.5
34.66,1.101,46.72,7.23,-2.7871,0.524,-3.3111,2026-03-30,261.8500061035156,270.5,3.303415579476754,6255458,UNH,30-40,30-50%,1-2%,>0.5
88.71,0.901,89.16,7.52,0.7753,1.566,-0.7907,2026-03-31,270.5,273.9599914550781,1.2791095952229714,6554360,UNH,>70,70-90%,<1%,>0.5
88.63,0.866,77.68,8.11,2.3108,0.8979,1.4129,2026-04-01,273.9599914550781,277.25,1.2009083981378899,4807763,UNH,>70,70-90%,<1%,>0.5
76.65,0.808,83.07,4.49,2.7477,0.2832,2.4645,2026-04-02,277.25,281.4200134277344,1.5040625528347507,5277316,UNH,>70,70-90%,<1%,0.1 to 0.5
74.93,0.768,77.87,5.13,3.4324,0.1533,3.2791,2026-04-06,281.4200134277344,307.7200012207031,9.345457514777046,3968688,UNH,>70,70-90%,<1%,0.1 to 0.5
85.46,1.513,81.78,19.8,9.9552,2.1912,7.7639,2026-04-07,307.7200012207031,305.8900146484375,-0.5946921113369918,20485904,UNH,>70,70-90%,1-2%,>0.5
81.03,1.631,62.97,16.22,7.6185,-0.7099,8.3284,2026-04-08,305.8900146484375,307.04998779296875,0.3792124910858563,7957795,UNH,>70,50-70%,1-2%,<-0.5
46.7,0.737,47.76,2.04,5.1377,-1.2335,6.3712,2026-04-09,307.04998779296875,304.4599914550781,-0.8435096697144151,4731372,UNH,40-50,30-50%,<1%,<-0.5
43.6,0.589,6.61,1.56,2.934,-1.3894,4.3234,2026-04-10,304.4599914550781,312.9800109863281,2.7984036557746172,3982695,UNH,40-50,<10%,<1%,<-0.5
68.18,0.706,100.9,3.24,3.1877,-0.0816,3.2693,2026-04-13,312.9800109863281,314.2799987792969,0.4153580891226749,6071823,UNH,60-70,,<1%,-0.1 to 0
71.44,0.811,67.32,5.85,3.426,-0.2196,3.6456,2026-04-14,314.2799987792969,314.1099853515625,-0.05409616532859873,4521486,UNH,>70,50-70%,<1%,-0.5 to -0.1
52.63,0.782,55.41,3.46,2.0017,-0.5634,2.5651,2026-04-15,314.1099853515625,316.3900146484375,0.7258697281855353,4153789,UNH,50-60,50-70%,<1%,<-0.5
57.97,0.685,73.78,2.19,1.9105,-0.1011,2.0117,2026-04-16,316.3900146484375,324.510009765625,2.566451133487946,4064674,UNH,50-60,70-90%,<1%,-0.5 to -0.1
81.16,0.675,85.81,5.87,3.482,0.4706,3.0115,2026-04-17,324.510009765625,323.510009765625,-0.3081569042268528,6866246,UNH,>70,70-90%,<1%,0.1 to 0.5
67.88,0.751,65.8,4.59,2.6299,-0.2699,2.8997,2026-04-20,323.510009765625,346.0199890136719,6.958047222203345,7160896,UNH,60-70,50-70%,<1%,-0.5 to -0.1
68.17,1.686,75.01,15.87,8.7595,1.7034,7.0561,2026-04-21,346.0199890136719,353.4100036621094,2.135718999790348,23535256,UNH,60-70,70-90%,1-2%,>0.5
72.04,1.899,67.46,16.3,8.6066,-0.113,8.7196,2026-04-22,353.4100036621094,354.5199890136719,0.3140786452167754,10650341,UNH,>70,50-70%,1-2%,-0.5 to -0.1
