RSI,ATR_Pct,BB_Position,BB_Width,MACD,MACD_Hist,MACD_Signal,Date,ClosePrice,NextOpen,OvernightReturn,Volume,Ticker
55.76,0.596,52.99,1.96,0.2648,-0.0807,0.3455,2026-04-16,26.53499984741211,27.270000457763672,2.7699288282575507,3681229,BEN
67.78,0.839,82.88,5.22,0.361,0.0029,0.3581,2026-04-17,27.270000457763672,27.729999542236328,1.6868319646166308,4985763,BEN
82.04,0.862,84.59,6.65,0.3665,0.006,0.3604,2026-04-20,27.729999542236328,27.2450008392334,-1.7490036459041902,3764152,BEN
49.48,1.059,27.9,3.32,0.2321,-0.0776,0.3098,2026-04-21,27.2450008392334,27.479999542236328,0.8625387989143585,4148310,BEN
45.34,1.054,44.65,2.63,0.1348,-0.0597,0.1945,2026-04-22,27.479999542236328,26.80500030517578,-2.4563291423025047,2411151,BEN
36.34,0.885,9.29,4.33,-0.0838,-0.1061,0.0223,2026-04-23,26.80500030517578,27.1299991607666,1.212456078681945,3017262,BEN
40.0,0.927,45.03,3.59,-0.0257,-0.0043,-0.0214,2026-04-24,27.1299991607666,27.56999969482422,1.6218228811960778,5367244,BEN
67.27,1.003,84.9,4.02,0.0929,0.0587,0.0342,2026-04-27,27.56999969482422,29.459999084472656,6.85527533757373,6482441,BEN
83.1,1.544,96.28,12.13,0.5397,0.2026,0.3372,2026-04-28,29.459999084472656,29.450000762939453,-0.03393863490808169,10132691,BEN
78.57,1.575,70.71,12.64,0.5757,0.0357,0.5399,2026-04-29,29.450000762939453,29.969999313354492,1.7656996161080407,8015927,BEN
60.76,1.068,74.91,5.76,0.5423,-0.0304,0.5726,2026-04-30,29.969999313354492,29.829999923706055,-0.46713177462788247,4798441,BEN
58.8,0.886,49.47,3.78,0.3652,-0.1012,0.4664,2026-05-01,29.829999923706055,29.700000762939453,-0.43580007073110716,5966712,BEN
44.13,0.955,29.15,3.09,0.1506,-0.1105,0.2611,2026-05-04,29.700000762939453,30.459999084472656,2.5589168417852415,4342022,BEN
61.93,0.984,94.45,3.94,0.2427,0.0305,0.2122,2026-05-05,30.459999084472656,31.15999984741211,2.298098437226437,8199574,BEN
86.32,0.919,81.25,8.7,0.4325,0.0672,0.3653,2026-05-06,31.15999984741211,30.524999618530273,-2.0378698074177692,4182137,BEN
51.79,0.941,41.91,5.46,0.1814,-0.0923,0.2737,2026-05-07,30.524999618530273,31.040000915527344,1.6871459571925262,3364612,BEN
46.34,0.751,64.89,3.28,0.203,-0.0109,0.2139,2026-05-08,31.040000915527344,31.559999465942383,1.6752530124924059,2327740,BEN
84.85,0.678,94.33,4.37,0.2648,0.0341,0.2307,2026-05-11,31.559999465942383,31.68000030517578,0.38023080248430485,2918044,BEN
66.33,0.83,90.09,3.43,0.2472,0.0163,0.2309,2026-05-12,31.68000030517578,32.040000915527344,1.136365552031715,3272105,BEN
63.95,0.791,85.49,4.23,0.3043,0.0313,0.273,2026-05-13,32.040000915527344,32.349998474121094,0.9675329267656796,2606924,BEN
74.63,0.653,80.56,4.56,0.3126,0.0016,0.311,2026-05-14,32.349998474121094,31.829999923706055,-1.6074144511352029,1843475,BEN
43.05,0.73,30.12,2.83,0.0918,-0.087,0.1788,2026-05-15,31.829999923706055,31.969999313354492,0.43983471562678567,2799209,BEN
40.45,0.814,40.08,2.79,0.0968,-0.0317,0.1285,2026-05-18,31.969999313354492,30.795000076293945,-3.67531830558947,2635112,BEN
31.62,0.956,-9.29,4.98,-0.1802,-0.1366,-0.0436,2026-05-19,30.795000076293945,31.19499969482422,1.2989109191079207,4341346,BEN
32.58,0.856,32.11,5.49,-0.1815,-0.025,-0.1565,2026-05-20,31.19499969482422,30.860000610351562,-1.0738871221346313,2953225,BEN
52.19,0.768,26.49,3.26,-0.2283,-0.0167,-0.2116,2026-05-21,30.860000610351562,31.014999389648438,0.5022643429400508,3259105,BEN
43.38,0.694,50.07,2.15,-0.1232,0.0395,-0.1627,2026-05-22,31.014999389648438,31.670000076293945,2.1118836032094856,2035486,BEN
25.47,1.006,,,-0.954,-0.334,-0.62,2026-03-03,116.66000366210938,114.9800033569336,-1.4400825068047185,1056444,BG
22.86,1.11,23.5,7.85,-1.3431,-0.1741,-1.1689,2026-03-04,114.9800033569336,113.19000244140625,-1.5567932364470627,741277,BG
25.36,0.962,23.52,5.9,-1.6174,-0.0759,-1.5415,2026-03-05,113.19000244140625,116.66999816894531,3.074472702958464,1288914,BG
58.84,1.056,80.45,5.43,-0.2186,0.5853,-0.8039,2026-03-06,116.66999816894531,118.81999969482422,1.8428058280806514,1890365,BG
74.52,1.212,79.75,8.25,0.684,0.4959,0.1881,2026-03-09,118.81999969482422,119.7750015258789,0.8037382877524868,2081813,BG
66.05,1.39,82.25,4.25,0.8575,0.1598,0.6976,2026-03-10,119.7750015258789,122.76000213623047,2.492173301877698,2039004,BG
70.85,1.42,92.28,5.49,1.4125,0.2364,1.1761,2026-03-11,122.76000213623047,125.87000274658203,2.5333989542459356,2020216,BG
74.99,1.456,80.87,9.09,2.1453,0.2786,1.8668,2026-03-12,125.87000274658203,124.75,-0.8898091063340718,2916962,BG
60.12,1.328,52.01,6.37,1.5643,-0.2956,1.8599,2026-03-13,124.75,123.6500015258789,-0.8817623039046874,1793497,BG
31.38,1.146,10.85,3.35,0.5825,-0.4742,1.0566,2026-03-16,123.6500015258789,125.97000122070312,1.8762633774320303,1223099,BG
58.18,1.1,57.52,4.15,0.9351,-0.052,0.9871,2026-03-17,125.97000122070312,124.02999877929688,-1.5400511412294926,1521511,BG
51.75,1.092,23.98,4.16,0.2481,-0.3317,0.5798,2026-03-18,124.02999877929688,122.08999633789062,-1.5641396924129247,1065133,BG
27.23,1.144,13.16,5.85,-0.6654,-0.4619,-0.2035,2026-03-19,122.08999633789062,118.16000366210938,-3.218930947384735,1190954,BG
23.44,1.344,18.93,9.83,-1.8385,-0.5082,-1.3302,2026-03-20,118.16000366210938,120.83999633789062,2.2681047670284116,1556290,BG
45.78,1.402,52.49,6.44,-0.6437,0.3372,-0.981,2026-03-23,120.83999633789062,124.11000061035156,2.706061214465283,1405627,BG
73.93,1.175,74.02,8.71,0.5889,0.4865,0.1024,2026-03-24,124.11000061035156,125.41000366210938,1.047460354012264,1402185,BG
73.98,1.105,71.29,5.65,0.933,0.2148,0.7182,2026-03-25,125.41000366210938,125.76000213623047,0.27908337764193103,1689736,BG
63.39,0.998,66.96,2.06,0.8071,-0.0444,0.8515,2026-03-26,125.76000213623047,128.72000122070312,2.3536887994532796,930359,BG
69.87,1.141,79.88,5.05,1.3459,0.1154,1.2305,2026-03-27,128.72000122070312,126.19000244140625,-1.9655055588128412,1872643,BG
52.3,1.284,25.81,4.47,0.6062,-0.3954,1.0016,2026-03-30,126.19000244140625,127.18499755859375,0.7884896568169042,1772792,BG
43.13,1.233,33.71,3.73,0.2008,-0.3219,0.5227,2026-03-31,127.18499755859375,128.32000732421875,0.8924085288456229,1423138,BG
59.33,1.322,69.21,3.21,0.3474,0.0437,0.3037,2026-04-01,128.32000732421875,129.4499969482422,0.8806028362890794,1709193,BG
65.89,1.002,88.78,3.3,0.4947,0.1201,0.3746,2026-04-02,129.4499969482422,128.4199981689453,-0.7956730811733426,924581,BG
50.87,0.805,58.03,1.56,0.2751,-0.0586,0.3337,2026-04-06,128.4199981689453,127.02999877929688,-1.0823854613514317,599793,BG
29.96,0.824,14.82,2.2,-0.146,-0.198,0.052,2026-04-07,127.02999877929688,127.13999938964844,0.0865941993297703,795718,BG
44.53,1.124,55.52,5.45,-0.5971,-0.0176,-0.5795,2026-04-08,127.13999938964844,122.93000030517578,-3.3113096623275773,1344962,BG
35.0,1.404,12.76,5.55,-0.9429,-0.2498,-0.6931,2026-04-09,122.93000030517578,123.91000366210938,0.7972043882703339,1310128,BG
27.44,0.977,38.75,4.13,-0.8305,0.0249,-0.8554,2026-04-10,123.91000366210938,123.5,-0.3308882656701484,690096,BG
54.01,0.872,34.2,2.6,-0.5615,0.0555,-0.617,2026-04-13,123.5,122.31999969482422,-0.9554658341504263,938318,BG
41.29,1.007,7.83,2.43,-0.6569,-0.0383,-0.6186,2026-04-14,122.31999969482422,120.0,-1.8966642418348445,1145295,BG
29.58,1.016,23.22,6.5,-1.3421,-0.2119,-1.1302,2026-04-15,120.0,123.01000213623047,2.508335113525395,1219960,BG
54.48,0.94,79.23,5.05,-0.4519,0.4396,-0.8916,2026-04-16,123.01000213623047,119.2699966430664,-3.0404076320737716,1167644,BG
45.91,1.097,34.0,4.05,-0.8503,-0.0112,-0.8391,2026-04-17,119.2699966430664,122.4800033569336,2.691378221023699,1350722,BG
47.48,1.057,86.92,4.31,-0.0707,0.3696,-0.4403,2026-04-20,122.4800033569336,125.87000274658203,2.7677982501104648,888877,BG
89.1,0.801,85.21,8.95,1.2765,0.5932,0.6833,2026-04-21,125.87000274658203,125.72000122070312,-0.11917178247855542,901087,BG
79.08,0.811,67.02,6.95,1.2133,0.0699,1.1434,2026-04-22,125.72000122070312,126.41999816894531,0.556790440220678,708069,BG
56.59,0.735,87.05,1.35,0.9617,-0.0772,1.0389,2026-04-23,126.41999816894531,124.83000183105469,-1.2577095087169532,529415,BG
42.31,0.708,30.54,2.45,0.185,-0.3145,0.4995,2026-04-24,124.83000183105469,124.0199966430664,-0.6488866266977533,543618,BG
33.36,0.801,21.58,2.67,-0.0499,-0.1951,0.1452,2026-04-27,124.0199966430664,126.31749725341797,1.8525243287692117,1355039,BG
61.15,0.867,106.52,2.21,0.2774,0.156,0.1214,2026-04-28,126.31749725341797,126.3499984741211,0.025729785191930254,1354349,BG
62.66,1.487,61.22,4.29,0.7105,0.1591,0.5513,2026-04-29,126.3499984741211,127.08999633789062,0.5856730294469203,2084854,BG
53.13,1.61,48.45,4.84,0.8574,-0.0366,0.8941,2026-04-30,127.08999633789062,124.62999725341797,-1.9356354987471458,1375652,BG
39.8,1.033,11.14,5.07,-0.2788,-0.4937,0.2148,2026-05-01,124.62999725341797,127.66999816894531,2.4392208798223125,1001486,BG
53.83,1.001,55.96,5.25,0.4004,0.1441,0.2563,2026-05-04,127.66999816894531,130.38999938964844,2.1304936631265203,1086344,BG
68.68,1.44,65.31,9.4,1.3315,0.2049,1.1266,2026-05-05,130.38999938964844,126.0999984741211,-3.2901303287128703,2123349,BG
45.35,1.521,27.59,8.91,-0.4875,-0.5975,0.11,2026-05-06,126.0999984741211,123.77999877929688,-1.839809455112995,1041194,BG
22.56,1.133,26.97,11.0,-1.1106,-0.3293,-0.7813,2026-05-07,123.77999877929688,124.94999694824219,0.9452239299432064,905886,BG
43.5,0.858,53.04,2.48,-0.6995,0.096,-0.7955,2026-05-08,124.94999694824219,126.19000244140625,0.9924013793115138,705759,BG
67.8,0.855,74.34,3.25,0.0094,0.3145,-0.3051,2026-05-11,126.19000244140625,126.16999816894531,-0.01585250184159559,1086818,BG
57.8,1.03,59.36,2.78,0.1267,0.1257,0.001,2026-05-12,126.16999816894531,126.04000091552734,-0.10303341151189915,1215941,BG
48.89,0.976,35.24,1.7,0.1195,0.0123,0.1072,2026-05-13,126.04000091552734,123.18000030517578,-2.2691213817654154,758907,BG
24.49,0.895,7.87,4.29,-0.6982,-0.3383,-0.36,2026-05-14,123.18000030517578,122.4800033569336,-0.568271591579772,650064,BG
17.87,0.823,28.59,5.9,-1.0402,-0.1626,-0.8776,2026-05-15,122.4800033569336,124.61000061035156,1.7390571481376238,777313,BG
66.23,0.842,79.37,3.38,-0.148,0.3318,-0.4797,2026-05-18,124.61000061035156,122.25,-1.8939094766006415,1015766,BG
48.66,1.124,38.76,4.12,-0.6461,-0.0735,-0.5725,2026-05-19,122.25,119.98999786376953,-1.8486725040740004,1092347,BG
29.98,1.339,24.54,6.5,-1.127,-0.1759,-0.9512,2026-05-20,119.98999786376953,120.4800033569336,0.4083719492356197,1381605,BG
43.35,1.462,37.57,3.56,-0.5369,0.156,-0.6929,2026-05-21,120.4800033569336,120.75,0.2241007931137906,1760144,BG
53.09,1.278,60.21,3.38,-0.5781,0.0977,-0.6759,2026-05-22,120.75,120.47000122070312,-0.23188304703675167,1509677,BG
38.56,1.106,,,-0.8004,-0.2169,-0.5835,2026-03-03,183.97000122070312,189.7899932861328,3.1635549420079734,883393,BIIB
55.08,1.097,86.2,4.69,0.4798,0.5611,-0.0813,2026-03-04,189.7899932861328,188.22000122070312,-0.8272259449752517,656756,BIIB
69.2,0.945,67.28,4.45,0.2575,0.0261,0.2314,2026-03-05,188.22000122070312,184.7899932861328,-1.8223397685288245,627669,BIIB
32.12,1.044,34.56,5.35,-0.8913,-0.3035,-0.5878,2026-03-06,184.7899932861328,188.3000030517578,1.89945878735438,582310,BIIB
50.22,1.014,85.9,4.43,-0.008,0.4665,-0.4745,2026-03-09,188.3000030517578,188.52000427246094,0.11683548440657443,414052,BIIB
63.96,0.905,71.58,5.83,0.863,0.3518,0.5112,2026-03-10,188.52000427246094,190.4499969482422,1.0237601485473702,442157,BIIB
59.78,0.875,68.72,4.58,1.2025,0.1069,1.0956,2026-03-11,190.4499969482422,184.72999572753906,-3.003413658367049,623117,BIIB
36.84,1.04,7.84,4.86,-0.4324,-0.6115,0.1791,2026-03-12,184.72999572753906,181.4600067138672,-1.7701451249394484,661567,BIIB
22.44,1.104,6.28,6.43,-1.186,-0.4845,-0.7016,2026-03-13,181.4600067138672,183.25999450683594,0.9919473858540195,821055,BIIB
44.4,0.946,26.49,2.78,-1.0044,-0.0042,-1.0002,2026-03-16,183.25999450683594,185.22999572753906,1.0749761430499438,538301,BIIB
65.58,0.807,72.46,2.4,-0.2309,0.3415,-0.5724,2026-03-17,185.22999572753906,182.17999267578125,-1.6466032079621495,436646,BIIB
46.4,0.89,26.88,3.29,-0.896,-0.1268,-0.7692,2026-03-18,182.17999267578125,183.39999389648438,0.6696680589258319,467360,BIIB
42.66,0.932,52.16,3.27,-0.4202,0.2183,-0.6384,2026-03-19,183.39999389648438,181.64999389648438,-0.9541985050379842,420311,BIIB
47.33,0.827,23.69,1.58,-0.5745,-0.0332,-0.5412,2026-03-20,181.64999389648438,183.6300048828125,1.090014342338197,543484,BIIB
50.97,0.801,63.92,2.27,0.1255,0.2396,-0.1141,2026-03-23,183.6300048828125,183.9499969482422,0.17425913898652112,594016,BIIB
63.66,0.821,63.17,2.16,0.1891,0.0682,0.1209,2026-03-24,183.9499969482422,189.1699981689453,2.8377283540656384,433242,BIIB
80.74,0.805,89.28,4.96,1.472,0.4876,0.9845,2026-03-25,189.1699981689453,191.02999877929688,0.9832429181980684,602062,BIIB
79.35,0.859,75.88,6.27,1.9041,0.2181,1.686,2026-03-26,191.02999877929688,183.57000732421875,-3.905141340495366,699798,BIIB
29.56,0.968,-0.63,5.14,-0.2219,-0.9279,0.7059,2026-03-27,183.57000732421875,187.38999938964844,2.0809456409090155,691019,BIIB
38.47,1.028,44.63,4.99,0.0496,-0.1163,0.166,2026-03-30,187.38999938964844,183.27000427246094,-2.1986205937386316,613744,BIIB
49.34,1.749,40.85,7.32,-1.4586,-0.3143,-1.1443,2026-03-31,183.27000427246094,183.77999877929688,0.27827494677075126,2241071,BIIB
41.28,1.769,51.33,6.6,-0.7288,0.2597,-0.9885,2026-04-01,183.77999877929688,177.3699951171875,-3.487867942477907,1173382,BIIB
31.13,1.238,22.73,6.41,-2.1089,-0.4218,-1.6872,2026-04-02,177.3699951171875,172.33999633789062,-2.835879189134316,1101197,BIIB
23.26,1.361,20.37,10.07,-3.1466,-0.5227,-2.6239,2026-04-06,172.33999633789062,175.58999633789062,1.8858071655218245,1809863,BIIB
44.07,1.135,60.42,5.53,-1.9023,0.5379,-2.4402,2026-04-07,175.58999633789062,179.85000610351562,2.426111882494375,1072156,BIIB
92.72,0.895,90.46,6.82,0.2049,1.0189,-0.8139,2026-04-08,179.85000610351562,177.1300048828125,-1.5123720480374025,1061661,BIIB
55.63,0.956,56.76,4.81,-0.0615,0.0943,-0.1558,2026-04-09,177.1300048828125,172.91000366210938,-2.382431606375801,1016585,BIIB
25.87,0.945,14.08,5.26,-1.0374,-0.3645,-0.6729,2026-04-10,172.91000366210938,176.3300018310547,1.977906481124414,855152,BIIB
46.23,0.88,74.03,3.68,-0.4586,0.3007,-0.7593,2026-04-13,176.3300018310547,178.9199981689453,1.4688347479132613,1069341,BIIB
73.77,0.955,74.26,6.86,1.0308,0.5125,0.5183,2026-04-14,178.9199981689453,180.52999877929688,0.8998438558172284,1288014,BIIB
68.09,0.83,74.82,5.76,1.0,0.1408,0.8592,2026-04-15,180.52999877929688,175.94000244140625,-2.542511698292327,752523,BIIB
37.49,0.757,13.31,3.79,-0.1956,-0.4759,0.2803,2026-04-16,175.94000244140625,177.35000610351562,0.801411641777694,652665,BIIB
37.3,0.748,47.99,3.11,-0.177,-0.1094,-0.0676,2026-04-17,177.35000610351562,183.39999389648438,3.411326520867153,790164,BIIB
79.32,0.813,84.8,7.18,1.6116,0.6231,0.9885,2026-04-20,183.39999389648438,185.9600067138672,1.3958630875569922,1192880,BIIB
78.71,0.989,70.76,8.97,2.4264,0.33,2.0964,2026-04-21,185.9600067138672,190.13999938964844,2.247791205026628,879170,BIIB
72.68,1.02,75.87,6.54,2.8385,0.0933,2.7453,2026-04-22,190.13999938964844,187.9199981689453,-1.1675613904645776,1103903,BIIB
58.17,0.832,39.43,3.43,1.5025,-0.5629,2.0654,2026-04-23,187.9199981689453,184.41000366210938,-1.8678131870139558,626157,BIIB
25.43,0.779,21.4,5.64,-0.2899,-0.7854,0.4955,2026-04-24,184.41000366210938,180.6699981689453,-2.02809252149726,564793,BIIB
26.69,1.001,16.0,6.25,-1.3843,-0.7046,-0.6797,2026-04-27,180.6699981689453,183.52000427246094,1.5774650647035315,875872,BIIB
46.94,0.978,59.47,3.29,-0.7013,0.1344,-0.8358,2026-04-28,183.52000427246094,194.58999633789062,6.032035640645872,848057,BIIB
82.68,1.697,89.49,11.76,2.5739,1.3628,1.2112,2026-04-29,194.58999633789062,189.30999755859375,-2.713396823405334,2145586,BIIB
61.54,1.948,52.38,9.31,1.2683,-0.3694,1.6377,2026-04-30,189.30999755859375,187.0800018310547,-1.1779598311224215,1132122,BIIB
24.05,1.081,22.99,6.01,0.0127,-0.602,0.6146,2026-05-01,187.0800018310547,187.3000030517578,0.11759740140573349,547677,BIIB
37.27,0.69,40.24,3.32,-0.2585,-0.1945,-0.064,2026-05-04,187.3000030517578,189.1199951171875,0.9716988979048491,454814,BIIB
64.88,0.561,97.2,1.85,0.2328,0.1885,0.0444,2026-05-05,189.1199951171875,190.7100067138672,0.8407421942320026,345325,BIIB
73.56,0.608,96.71,2.57,0.6375,0.2404,0.397,2026-05-06,190.7100067138672,191.5,0.41423798349400354,472103,BIIB
63.4,0.732,95.2,2.15,0.7835,0.1412,0.6423,2026-05-07,191.5,193.52499389648438,1.0574380660492766,524854,BIIB
59.24,1.005,78.95,3.82,1.325,0.1588,1.1662,2026-05-08,193.52499389648438,198.0106964111328,2.3178931177477935,681926,BIIB
66.28,1.123,76.56,6.92,2.2972,0.2561,2.0411,2026-05-11,198.0106964111328,199.33999633789062,0.6713273327405345,1181983,BIIB
64.5,1.117,63.37,6.28,2.4332,0.004,2.4291,2026-05-12,199.33999633789062,204.60000610351562,2.6387126829826135,959184,BIIB
66.62,1.151,99.19,4.33,2.4702,0.174,2.2961,2026-05-13,204.60000610351562,191.2899932861328,-6.505382414626482,1064901,BIIB
34.81,1.586,11.97,9.34,-1.2469,-1.5251,0.2782,2026-05-14,191.2899932861328,192.77000427246094,0.7737001611549665,2516049,BIIB
24.23,1.433,35.15,9.8,-1.3277,-0.2822,-1.0456,2026-05-15,192.77000427246094,191.74000549316406,-0.5343148604391112,981776,BIIB
51.85,0.993,41.27,2.52,-1.3001,0.0184,-1.3185,2026-05-18,191.74000549316406,190.5399932861328,-0.6258538503452926,835796,BIIB
40.84,0.981,14.66,1.93,-1.0053,0.1103,-1.1156,2026-05-19,190.5399932861328,187.7899932861328,-1.4432665565755176,740070,BIIB
32.9,1.026,11.69,3.54,-1.5239,-0.1552,-1.3686,2026-05-20,187.7899932861328,189.5500030517578,0.9372223380099465,666508,BIIB
43.58,1.014,51.77,3.5,-0.9352,0.3116,-1.2468,2026-05-21,189.5500030517578,193.75,2.2157725563820563,1252668,BIIB
76.42,0.929,85.75,5.33,0.6622,0.665,-0.0028,2026-05-22,193.75,193.3800048828125,-0.1909652217741975,654469,BIIB
61.84,1.029,,,0.9582,0.257,0.7012,2026-03-03,280.4100036621094,284.739990234375,1.5441626602891168,225720,BIO
61.78,0.978,84.08,4.21,2.013,0.4757,1.5372,2026-03-04,284.739990234375,278.95001220703125,-2.0334263629699145,391201,BIO
46.31,1.076,26.44,3.98,0.6415,-0.6601,1.3016,2026-03-05,278.95001220703125,269.7200012207031,-3.3088405027485,412618,BIO
17.68,1.219,12.75,8.62,-2.5136,-1.2988,-1.2147,2026-03-06,269.7200012207031,271.7799987792969,0.7637540965707235,243441,BIO
36.73,1.222,42.79,8.08,-2.5549,0.0252,-2.5802,2026-03-09,271.7799987792969,267.989990234375,-1.394513415977905,466523,BIO
46.48,1.152,31.36,3.0,-2.1762,0.2426,-2.4189,2026-03-10,267.989990234375,270.1600036621094,0.8097367464495742,295437,BIO
45.78,0.97,71.81,2.25,-1.3139,0.5471,-1.861,2026-03-11,270.1600036621094,261.80999755859375,-3.0907632478266556,275021,BIO
34.72,1.024,17.21,5.24,-2.7534,-0.3969,-2.3565,2026-03-12,261.80999755859375,262.8800048828125,0.4086961285652446,307853,BIO
29.04,1.085,37.37,4.84,-1.8564,0.3195,-2.1759,2026-03-13,262.8800048828125,261.3900146484375,-0.5667948138692425,229485,BIO
48.59,1.138,33.67,1.92,-1.6848,0.0754,-1.7601,2026-03-16,261.3900146484375,269.6199951171875,3.1485443236303867,295433,BIO
65.37,1.305,86.22,5.1,0.9767,1.0719,-0.0951,2026-03-17,269.6199951171875,268.0199890136719,-0.5934300617504995,368287,BIO
69.06,1.175,59.25,5.54,1.1307,0.2304,0.9003,2026-03-18,268.0199890136719,264.8800048828125,-1.171548488758134,251267,BIO
36.45,1.09,17.27,3.23,-0.2467,-0.4463,0.1996,2026-03-19,264.8800048828125,264.2900085449219,-0.22274098724501812,469745,BIO
37.21,1.075,30.02,3.33,-0.6626,-0.2795,-0.3831,2026-03-20,264.2900085449219,264.9700012207031,0.2572903453766706,177376,BIO
50.31,1.028,48.87,1.59,-0.2416,0.078,-0.3196,2026-03-23,264.9700012207031,272.0,2.653130070162679,300563,BIO
68.71,1.114,94.32,4.47,1.457,0.8191,0.6379,2026-03-24,272.0,273.739990234375,0.6397022920496376,477029,BIO
72.96,1.132,79.24,5.21,1.9894,0.3555,1.6339,2026-03-25,273.739990234375,276.5400085449219,1.0228751408040582,325811,BIO
65.0,0.94,82.92,3.58,2.3149,0.1279,2.187,2026-03-26,276.5400085449219,265.3999938964844,-4.028355501633641,282115,BIO
26.65,1.033,8.08,5.78,-0.9013,-1.3312,0.4298,2026-03-27,265.3999938964844,270.3699951171875,1.8726455670686981,228049,BIO
37.15,1.146,46.04,5.62,-0.3272,-0.1161,-0.2111,2026-03-30,270.3699951171875,278.68499755859375,3.075416130329933,209052,BIO
78.27,1.128,89.48,6.56,1.9392,0.905,1.0343,2026-03-31,278.68499755859375,278.3699951171875,-0.11303171830769898,138719,BIO
69.83,1.003,61.92,6.44,2.5088,0.1928,2.316,2026-04-01,278.3699951171875,279.8900146484375,0.5460428774337167,144636,BIO
53.42,0.894,65.07,2.85,1.3477,-0.4014,1.7491,2026-04-02,279.8900146484375,278.8800048828125,-0.3608595207991394,191996,BIO
52.09,0.816,46.16,2.12,0.8837,-0.2954,1.1791,2026-04-06,278.8800048828125,278.1300048828125,-0.26893286964591034,151107,BIO
41.52,0.893,55.23,1.99,0.1233,-0.2329,0.3561,2026-04-07,278.1300048828125,281.0299987792969,1.042675671654436,179461,BIO
55.96,1.147,65.21,4.03,1.2948,0.2068,1.088,2026-04-08,281.0299987792969,277.6099853515625,-1.2169567101696588,276863,BIO
48.77,1.127,42.56,4.7,-0.3688,-0.4568,0.088,2026-04-09,277.6099853515625,279.1199951171875,0.5439320792848035,361900,BIO
43.49,0.876,52.4,3.84,0.0469,0.0764,-0.0295,2026-04-10,279.1199951171875,288.04998779296875,3.1993382172538443,262594,BIO
88.27,0.708,92.65,6.34,2.3766,1.0166,1.36,2026-04-13,288.04998779296875,292.07000732421875,1.3955978828714022,179786,BIO
84.1,0.781,75.06,8.36,3.6192,0.4665,3.1527,2026-04-14,292.07000732421875,295.95001220703125,1.3284502980497548,107148,BIO
71.79,0.685,71.56,5.99,3.9581,0.0737,3.8844,2026-04-15,295.95001220703125,290.80999755859375,-1.7367847394585745,128339,BIO
46.71,0.73,15.24,3.07,1.6461,-1.0368,2.6829,2026-04-16,290.80999755859375,298.8599853515625,2.768126220057754,266956,BIO
55.87,0.9,69.48,4.42,2.718,0.0118,2.7062,2026-04-17,298.8599853515625,303.30999755859375,1.4889956585511177,150756,BIO
78.28,0.865,78.27,5.65,3.0183,0.1004,2.9179,2026-04-20,303.30999755859375,305.8800048828125,0.847320347138325,136193,BIO
61.5,1.116,75.4,4.01,2.9524,-0.1315,3.0839,2026-04-21,305.8800048828125,301.010009765625,-1.5921260100192791,293904,BIO
46.34,1.217,33.95,3.91,0.6572,-0.9407,1.5979,2026-04-22,301.010009765625,281.1700134277344,-6.591141720947624,178720,BIO
17.99,1.789,19.03,14.95,-5.3169,-2.2132,-3.1037,2026-04-23,281.1700134277344,287.9100036621094,2.3971227060126443,373527,BIO
33.88,1.661,49.3,11.65,-3.2908,0.5833,-3.8741,2026-04-24,287.9100036621094,287.260009765625,-0.22576287319533428,146855,BIO
70.21,0.838,64.3,5.29,-1.3566,0.8072,-2.1639,2026-04-27,287.260009765625,279.1499938964844,-2.8232317738057455,176182,BIO
23.31,1.052,17.78,5.91,-3.0897,-0.3743,-2.7154,2026-04-28,279.1499938964844,275.29998779296875,-1.3791890337433776,286487,BIO
16.38,1.08,25.01,7.97,-3.672,-0.2329,-3.4391,2026-04-29,275.29998779296875,279.7900085449219,1.6309556669249492,247756,BIO
52.24,0.993,74.08,2.85,-1.6035,0.8954,-2.4989,2026-04-30,279.7900085449219,256.760009765625,-8.231172692358413,739496,BIO
33.0,2.26,26.68,18.68,-7.6816,-1.474,-6.2076,2026-05-01,256.760009765625,257.9200134277344,0.4517851760358793,939787,BIO
31.26,2.389,39.84,17.66,-5.1696,0.6954,-5.865,2026-05-04,257.9200134277344,257.19000244140625,-0.283037743611414,569907,BIO
50.93,1.494,55.12,5.45,-3.586,0.8966,-4.4826,2026-05-05,257.19000244140625,258.989990234375,0.6998669372378918,402275,BIO
52.54,1.234,49.9,3.09,-1.4356,0.9222,-2.3579,2026-05-06,258.989990234375,257.3900146484375,-0.6177750670941284,292794,BIO
50.56,1.017,36.16,3.14,-1.5767,0.2359,-1.8126,2026-05-07,257.3900146484375,254.32000732421875,-1.1927453084813688,190318,BIO
38.22,1.095,21.81,4.21,-1.6392,0.1115,-1.7507,2026-05-08,254.32000732421875,243.8800048828125,-4.105065327438773,140608,BIO
23.96,1.163,6.5,7.93,-3.8864,-0.9342,-2.9523,2026-05-11,243.8800048828125,241.83999633789062,-0.8364804428727668,369857,BIO
20.1,1.078,22.51,8.96,-4.0199,-0.1852,-3.8347,2026-05-12,241.83999633789062,243.47999572753906,0.6781340615623854,228618,BIO
48.83,1.131,47.25,3.11,-2.6803,0.676,-3.3563,2026-05-13,243.47999572753906,246.08999633789062,1.0719568983696748,265953,BIO
63.49,1.194,75.98,3.33,-0.831,0.8607,-1.6917,2026-05-14,246.08999633789062,247.6300048828125,0.6257907951721098,354600,BIO
